Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label
2657,7136,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9375566,-33.4968364,8
2658,7137,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9378806,-33.496922399999995,8
2659,7052,LSND,LSND,OCCURRENCE,Abandoned,Low Significance,SAND,137.8731634,-33.3919394,0
2660,8597,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.3922384,-33.3946495,42
2661,8823,"Mn, Co",Mn,OCCURRENCE,Not worked,Low Significance,MNOR,136.2967837,-33.3956234,64
2662,10228,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,136.2640137,-33.3972244,50
2663,10249,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,CLYR,138.8736323,-33.3973445,56
2664,7113,JADE,JADE,OCCURRENCE,Abandoned,Low Significance,MTHH,136.9285046,-33.5012164,8
2665,7098,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9231326,-33.5016604,8
2666,7099,"JADE, Ta",JADE,PROSPECT,Care/ Maintenance,Locally Significant,MTHH,136.92270259999998,-33.5016674,8
2667,7100,JADE,JADE,OCCURRENCE,Care/ Maintenance,Locally Significant,MTHH,136.9227106,-33.502027399999996,8
2668,7101,JADE,JADE,OCCURRENCE,Care/ Maintenance,Locally Significant,MTHH,136.92238759999998,-33.5020324,8
2669,8606,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,MSLT,138.3889014,-33.2580744,42
2670,9797,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.4235334,-33.4449195,38
2671,10822,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,136.44433069999997,-33.4455284,66
2672,9296,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.24604340000002,-33.4461594,73
2673,10217,Cu,Cu,OCCURRENCE,Not worked,Low Significance,CALC,138.37659240000002,-33.4467025,68
2674,4063,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.5394763,-33.4471985,68
2675,10919,Co,Co,OCCURRENCE,Not worked,Low Significance,REGO,138.84937030000003,-33.4518645,21
2676,10628,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.19302539999998,-33.452957399999995,38
2677,10283,SLST,SLST,OCCURRENCE,Abandoned,Low Significance,SLST,138.8337263,-33.4551825,42
2678,8084,CALI,CALI,OCCURRENCE,Ceased,Low Significance,CALC,138.0309364,-33.456571399999994,59
2679,10176,SLAT,SLAT,OCCURRENCE,Abandoned,Low Significance,SLAT,138.61927930000002,-33.4567415,3
2680,9659,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.74049630000002,-33.4573435,23
2681,10627,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.1975624,-33.4590104,38
2682,297,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,136.22175869999998,-33.4604604,73
2683,8249,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,136.5395156,-33.4729624,38
2684,7165,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9415456,-33.4730584,8
2685,9282,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.53501630000002,-33.47317750000001,68
2686,8596,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.4249574,-33.4732325,66
2687,7073,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.94155759999998,-33.4735984,8
2688,9657,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.7333243,-33.4745695,23
2689,7085,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9420146,-33.4747644,8
2690,8166,"SAND, GRVL, LMST",SAND,DEPOSIT,Seasonal,Locally Significant,SAND,137.0480136,-33.475221399999995,73
2691,7096,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.94127360000002,-33.4753164,8
2692,7107,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9408536,-33.4757744,8
2693,10440,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,136.93957659999998,-33.4764254,32
2694,8599,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.2895804,-33.476746399999996,83
2695,7680,QTZE,QTZE,OCCURRENCE,Rehabilitated,Low Significance,QTZT,138.55601140000002,-33.1779925,66
2696,7081,JADE,JADE,PROSPECT,Abandoned,Locally Significant,MTHH,136.92442759999997,-33.49695139999999,8
2697,7135,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9161406,-33.4969894,8
2698,7138,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9375666,-33.4972874,8
2699,10108,"SAND, CALI",SAND,OCCURRENCE,Abandoned,Low Significance,CALC,138.0517174,-33.2329514,73
2700,8611,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSLT,138.5077524,-33.2332625,29
2701,10897,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,134.7163319,-33.233699300000005,23
2702,8367,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,138.17309740000002,-33.2346894,32
2703,7696,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,138.1030294,-33.2351494,73
2704,3766,"QTZE, SDST",QTZE,DEPOSIT,Active Mine,Locally Significant,QTZT,138.16845039999998,-33.2357554,66
2705,9560,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.1807264,-33.2359904,32
2706,4028,QTZE,QTZE,PROSPECT,Abandoned,Low Significance,QTZT,138.3795034,-33.2385814,66
2707,10150,MAGS,MAGS,OCCURRENCE,Not worked,Low Significance,MGNS,138.2212484,-33.2386604,75
2708,10531,Fe,Fe,DEPOSIT,Not worked,Locally Significant,METL,137.1044416,-33.2405444,54
2709,9413,"U, U3O8",U,DEPOSIT,Not worked,Significant to SA,SAND,137.3719915,-33.2417684,31
2710,3987,"CALI, SAND",CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.0690074,-33.2427304,59
2711,10136,"DOL, MAGS",DOL,PROSPECT,Abandoned,Low Significance,MGNS,138.18091940000002,-33.2447934,32
2712,10432,DOL,DOL,PROSPECT,Not worked,Low Significance,DLOM,138.1896404,-33.2474164,32
2713,10584,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.61322130000002,-33.6028735,29
2714,8447,Fe,Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.00518190000003,-33.602906299999994,54
2715,4814,"Au, Ag, Pb",Au,OCCURRENCE,Abandoned,Low Significance,IRSU,138.69111030000002,-34.188877500000004,17
2716,9304,Cu,Cu,OCCURRENCE,Not worked,Low Significance,SKRN,135.1515178,-33.7956473,68
2717,11275,SAND,SAND,DEPOSIT,Not worked,Low Significance,SAND,137.7774294,-33.798219399999994,73
2718,11476,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,136.7728506,-33.7988394,59
2719,479,QTZE,QTZE,DEPOSIT,Care/ Maintenance,Locally Significant,QTZT,135.85238769999998,-33.8006424,66
2720,10626,"SAND, CLAY, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.1864644,-33.800796399999996,73
2721,9487,"GRPH, Zn",GRPH,DEPOSIT,Not worked,Locally Significant,MSED,135.5131868,-33.803602399999995,35
2722,468,Pb,Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.4440457,-33.6640564,43
2723,7286,"NPT, DOL",NPT,OCCURRENCE,Not worked,Low Significance,MTHH,136.8314176,-33.664468400000004,51
2724,9185,"Zn, Ag, Cu, Pb, U",Zn,OCCURRENCE,Not worked,Low Significance,VEIN,135.4920868,-33.835525399999995,70
2725,3872,"CLAY, SHA",CLAY,DEPOSIT,Abandoned,Low Significance,CLYS,138.6284373,-33.837320500000004,56
2726,3929,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.62054730000003,-33.8374385,66
2727,8536,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.55707130000002,-33.839352500000004,38
2728,4012,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.6134303,-33.8408175,56
2729,8945,"Cu, Au, Co, Mo",Cu,PROSPECT,Not worked,Locally Significant,MSOM,137.7242504,-33.8791614,68
2730,8459,Cu,Cu,OCCURRENCE,Not worked,Low Significance,BREC,137.6905274,-33.8791814,68
2731,10017,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.5510333,-33.8805255,38
2732,9094,CLAY,CLAY,DEPOSIT,Not worked,Low Significance,REGO,138.7203993,-33.8815235,56
2733,8565,CALI,CALI,DEPOSIT,Seasonal,Low Significance,CALC,138.3225883,-33.8819015,59
2734,10238,Cu,Cu,OCCURRENCE,Not worked,Low Significance,SAPT,137.79569840000002,-33.882608399999995,68
2735,9522,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6233673,-33.8838365,68
2736,465,Cu,Cu,OCCURRENCE,Not worked,Low Significance,APLT,136.42328669999998,-33.6031974,68
2737,7182,"Cu, U",Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,136.5589766,-33.6033654,68
2738,7224,ASBT,ASBT,OCCURRENCE,Abandoned,Low Significance,TCTO,136.8419166,-33.603488399999996,34
2739,7274,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,136.7550116,-33.604490399999996,68
2740,9424,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,136.7680456,-33.6057834,54
2741,7225,JADE,JADE,OCCURRENCE,Abandoned,Low Significance,MTHH,136.84225959999998,-33.606458399999994,8
2742,8603,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.2647834,-33.3425874,38
2743,3970,KAO,KAO,OCCURRENCE,Abandoned,Low Significance,REGO,138.2179184,-33.3435734,69
2744,4021,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,CALC,138.18704440000002,-33.3449964,23
2745,7683,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,138.2221364,-33.3460574,73
2746,3916,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.5954733,-33.8068385,38
2747,11582,OCR,OCR,OCCURRENCE,Abandoned,Low Significance,IRSU,137.6809435,-33.810283399999996,55
2748,7265,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6723344,-33.9265474,68
2749,11221,LSND,LSND,DEPOSIT,Not worked,Locally Significant,CBRK,135.83746969999999,-33.926613399999994,0
2750,7678,GYPS,GYPS,DEPOSIT,Seasonal,Locally Significant,GPSM,138.31001030000002,-33.9278755,48
2751,3772,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,QTZT,138.62161730000003,-33.841697499999995,38
2752,11096,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.52173630000001,-33.8426725,66
2753,7301,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,TCTO,137.7281374,-33.960392399999996,68
2754,7050,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.7303054,-33.9605244,68
2755,7177,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.7056064,-33.9629634,68
2756,8544,CALI,CALI,DEPOSIT,Seasonal,Low Significance,CALC,138.2210394,-33.9634004,59
2757,8963,"Pb, Cu, Zn",Pb,OCCURRENCE,Not worked,Locally Significant,MTHH,137.75042439999999,-33.963772399999996,43
2758,7288,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.6803714,-33.9645684,68
2759,7048,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.73967040000002,-33.9658154,68
2760,10715,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,IRSU,138.09622240000002,-33.994231400000004,68
2761,7230,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6715114,-33.9970654,68
2762,7800,"LMST, CALI",LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.9775034,-33.9972294,23
2763,7271,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.6769394,-33.9975784,68
2764,9137,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.6890764,-33.9980344,68
2765,9613,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.59112480000002,-33.9980614,54
2766,10049,U,U,OCCURRENCE,Not worked,Low Significance,SCHT,136.1047587,-33.9980834,31
2767,9926,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.62158430000002,-33.9984865,32
2768,9946,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,135.27017980000002,-33.999410299999994,59
2769,9875,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.25929440000002,-33.3463424,73
2770,8571,"SAND, CLAY",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.16674740000002,-33.3474124,73
2771,8860,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,136.2658947,-33.3489544,17
2772,4018,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,REGO,138.3683534,-33.349064399999996,56
2773,9662,DOL,DOL,OCCURRENCE,Seasonal,Low Significance,DLOM,138.81791130000002,-33.3514265,32
2774,10586,MSLT,MSLT,OCCURRENCE,Abandoned,Low Significance,MSED,138.80673430000002,-33.3515445,29
2775,7139,"JADE, DOL",JADE,DEPOSIT,Care/ Maintenance,Locally Significant,MTHH,136.9369226,-33.4973874,8
2776,7091,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9251906,-33.4973904,8
2777,7171,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9231466,-33.4974224,8
2778,7170,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.92325659999997,-33.497510399999996,8
2779,9925,SDST,SDST,PROSPECT,Abandoned,Low Significance,SDST,138.13427140000002,-33.9311654,38
2780,7190,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.6107615,-33.9324674,68
2781,3829,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.74842130000002,-33.9340635,38
2782,9232,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,135.51095680000003,-34.0643374,73
2783,7001,SiO2,SiO2,PROSPECT,Abandoned,Low Significance,SDST,138.04727340000002,-34.0650134,76
2784,5008,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,136.3197387,-34.0652674,54
2785,11402,"CLAY, SAND",CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.00188740000002,-34.0660474,56
2786,7300,"Cu, Ag, Au",Cu,DEPOSIT,Recreation,Locally Significant,TCTO,137.6927304,-33.9663384,68
2787,9303,Au,Au,OCCURRENCE,Not worked,Low Significance,SAPT,135.29920980000003,-34.09471729999999,17
2788,6996,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,138.1356754,-34.095490399999996,45
2789,10624,MAGS,MAGS,OCCURRENCE,Not worked,Low Significance,MGNR,138.63411430000002,-34.0969115,75
2790,4828,"MARB, SHA",MARB,OCCURRENCE,Ceased,Low Significance,MARB,138.6423913,-34.0976785,49
2791,4829,"MARB, SHA",MARB,OCCURRENCE,Ceased,Low Significance,MARB,138.6615573,-34.12401550000001,49
2792,10123,SAND,SAND,DEPOSIT,Active Mine,Locally Significant,SAND,138.48211830000002,-34.1244515,73
2793,9874,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,138.24099730000003,-34.128913399999995,73
2794,7141,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9371496,-33.49792539999999,8
2795,7161,JADE,JADE,OCCURRENCE,Abandoned,Low Significance,MTHH,136.9418866,-33.4979414,8
2796,7169,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9230506,-33.497964399999994,8
2797,7087,"JADE, MARB",JADE,OCCURRENCE,Care/ Maintenance,Locally Significant,MTHH,136.9242366,-33.4980364,8
2798,7093,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9254216,-33.4981084,8
2799,7142,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.93715559999998,-33.4981954,8
2800,7092,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.92488559999998,-33.4982064,8
2801,7154,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.92793559999998,-33.5095214,8
2802,7120,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9225586,-33.5097854,8
2803,3799,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.5477563,-33.5098065,68
2804,8322,SDST,SDST,OCCURRENCE,Seasonal,Locally Significant,SDST,138.6000233,-33.5099135,38
2805,6989,LMST,LMST,DEPOSIT,Abandoned,Low Significance,LMST,137.9586744,-34.0693644,23
2806,8148,GYPS,GYPS,DEPOSIT,Seasonal,Locally Significant,GPSM,135.5441618,-34.206157399999995,48
2807,330,GYPS,GYPS,DEPOSIT,Seasonal,Locally Significant,GPSM,135.5069418,-34.2081204,48
2808,456,"Zn, Pb",Zn,OCCURRENCE,Not worked,Low Significance,AMPH,136.4805926,-33.6644804,70
2809,9665,MSLT,MSLT,OCCURRENCE,Seasonal,Low Significance,MSLT,138.7334643,-33.6649165,29
2810,467,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.43681469999999,-33.6649964,43
2811,10298,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.21900540000001,-33.665946399999996,66
2812,7277,GYPS,GYPS,OCCURRENCE,Abandoned,Low Significance,GPSM,137.8312584,-33.6661564,48
2813,461,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,136.4922716,-33.666233399999996,32
2814,9679,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,138.2375334,-33.6664524,45
2815,11099,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.44921330000003,-33.667480499999996,66
2816,8961,"Cu, Au, U",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.78937539999998,-33.701277399999995,68
2817,4030,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.6305603,-33.7023305,27
2818,9604,DIA,DIA,OCCURRENCE,Not worked,Low Significance,KIMB,135.34620280000001,-33.707541299999995,60
2819,8839,DIA,DIA,PROSPECT,Not worked,Low Significance,LOAM,134.4930079,-33.707986299999995,60
2820,10389,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,136.2861587,-33.7094044,59
2821,9328,"Ni, Fe",Ni,OCCURRENCE,Not worked,Low Significance,MGTU,135.1759178,-33.70970629999999,82
2822,9327,U,U,OCCURRENCE,Not worked,Low Significance,REGO,136.4687636,-33.7108844,31
2823,7312,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,136.57883059999997,-33.710969399999996,68
2824,7155,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9277306,-33.509975399999995,8
2825,7121,JADE,JADE,OCCURRENCE,Care/ Maintenance,Locally Significant,MTHH,136.92234960000002,-33.510059399999996,8
2826,7075,JADE,JADE,PROSPECT,Care/ Maintenance,Locally Significant,MTHH,136.91815259999998,-33.5101244,8
2827,7122,JADE,JADE,PROSPECT,Abandoned,Locally Significant,MTHH,136.9196676,-33.5104614,8
2828,8089,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,CALC,135.3910608,-33.5107303,23
2829,9658,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.73382030000002,-33.51127750000001,23
2830,10419,Cu,Cu,OCCURRENCE,Not worked,Low Significance,GOSS,136.7490426,-33.606685399999996,68
2831,7292,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,136.73773459999998,-33.6071144,68
2832,10724,SHA,SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.59292230000003,-33.6082505,27
2833,8268,"MARB, ASBT, TALC",MARB,PROSPECT,Not worked,Low Significance,MTHH,136.8530656,-33.6083354,49
2834,9162,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,TCTO,135.21610780000003,-33.8129583,43
2835,8376,SLST,SLST,DEPOSIT,Seasonal,Low Significance,SLST,138.7364363,-33.8145565,42
2836,7789,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,137.85042140000002,-33.8152744,73
2837,11412,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,138.54882130000001,-33.8154945,68
2838,9735,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.7631713,-33.8166225,38
2839,9139,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.8468824,-33.8505374,68
2840,9523,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.6239553,-33.8509385,66
2841,8173,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,GPSA,136.3412607,-33.8523894,48
2842,9018,"Cu, Au",Cu,OCCURRENCE,Not worked,Low Significance,REGO,137.8317134,-33.8898084,68
2843,7244,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.6325005,-33.890262400000005,68
2844,8220,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,137.8453034,-33.8931024,73
2845,7662,SDST,SDST,DEPOSIT,Seasonal,Low Significance,QTZT,138.60391030000002,-33.895360499999995,38
2846,8964,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.91631840000002,-34.0029044,68
2847,9794,MARB,MARB,OCCURRENCE,Abandoned,Low Significance,MARB,138.5793803,-33.3634585,49
2848,463,GYPS,GYPS,DEPOSIT,Abandoned,Low Significance,GPSM,135.6449648,-33.3655474,48
2849,3871,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.3854564,-33.3662854,23
2850,7083,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9228416,-33.4982384,8
2851,7084,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.92295359999997,-33.4984174,8
2852,9330,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,136.41660269999997,-33.498495399999996,38
2853,7088,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9240336,-33.4985804,8
2854,7168,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9225286,-33.4986944,8
2855,3831,"MAGS, Cu",MAGS,OCCURRENCE,Abandoned,Low Significance,MGNS,138.5471813,-33.818689500000005,75
2856,9737,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,138.59825130000002,-33.8195155,17
2857,4067,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7274253,-33.934489500000005,68
2858,8011,GYPS,GYPS,PROSPECT,Seasonal,Low Significance,GPSM,138.32003830000002,-33.935717499999996,48
2859,10179,QTZE,QTZE,PROSPECT,Not worked,Low Significance,QTZT,138.66243630000002,-33.9360535,66
2860,7299,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,137.6049355,-33.9364674,23
2861,7047,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.7580824,-33.966395399999996,68
2862,7241,Cu,Cu,OCCURRENCE,Rehabilitated,Low Significance,VEIN,137.7346524,-33.9679104,68
2863,5191,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,137.73282340000003,-33.9682214,56
2864,7247,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.7213554,-33.9693464,68
2865,10745,GYPS,GYPS,OCCURRENCE,Not worked,Low Significance,GPSM,136.4688376,-33.9709664,48
2866,7176,"Cu, Au",Cu,OCCURRENCE,Rehabilitated,Low Significance,VEIN,137.6948784,-33.9709974,68
2867,7066,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.7604054,-33.971301399999994,68
2868,7219,Cu,Cu,OCCURRENCE,Recreation,Locally Significant,VEIN,137.70703840000002,-33.9719564,68
2869,7306,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.70899939999998,-33.9744174,68
2870,4813,SLAT,SLAT,OCCURRENCE,Rehabilitated,Low Significance,SLAT,138.68153130000002,-34.003327500000005,3
2871,7272,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.72371040000002,-34.004754399999996,68
2872,11107,"U, KAO, PEAT",U,OCCURRENCE,Not worked,Low Significance,SAND,135.64952780000002,-34.005196399999996,31
2873,9306,Zn,Zn,OCCURRENCE,Not worked,Low Significance,MTHH,135.5678178,-34.010346399999996,70
2874,9057,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.7200544,-34.0123184,68
2875,9841,KAO,KAO,DEPOSIT,Not worked,Low Significance,CLYR,137.7202744,-34.0124034,69
2876,7094,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9255456,-33.498827399999996,8
2877,7167,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9224256,-33.49887639999999,8
2878,7166,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9224296,-33.4990564,8
2879,458,"Zn, GRPH, Pb",Zn,OCCURRENCE,Not worked,Low Significance,MTHH,136.3752817,-33.499114399999996,70
2880,7086,JADE,JADE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9222196,-33.4993304,8
2881,7089,JADE,JADE,OCCURRENCE,Not worked,Locally Significant,MTHH,136.9229756,-33.4994084,8
2882,10175,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,138.6000333,-33.4994705,32
2883,7173,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,136.8417886,-33.5132674,64
2884,8533,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.2177684,-33.51328839999999,66
2885,3994,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.06837439999998,-33.5133534,59
