MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
5310,SCHT,SCHT,OCCURRENCE,Abandoned,Low Significance,SCHT,139.0259482,-35.0856415
4642,"Au, DIA",Au,OCCURRENCE,Recreation,Low Significance,CGLM,138.7635462,-35.0857095
5506,"CLAY, KAO",CLAY,OCCURRENCE,Abandoned,Low Significance,REGO,138.6702442,-35.0858375
8671,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4398231,-35.0858705
4643,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7716522,-35.0859975
10406,"LMST, CALI",LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.5445108,-36.3895996
11757,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.1800999,-36.3960475
11188,"SDST, SAND",SDST,PROSPECT,Abandoned,Low Significance,CAAR,140.3481219,-36.4043636
5389,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,GRNT,139.9080559,-36.4137835
10405,"CALI, LMST",CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.5727658,-36.4222496
7492,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,GRNT,140.3787238,-36.4572776
10404,"LMST, CALI",LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.5267888,-36.4620136
5388,GRNT,GRNT,OCCURRENCE,Seasonal,Low Significance,GRNT,139.8693669,-36.4667005
8580,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.3767028,-36.4682046
10435,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.3647948,-36.4683826
8797,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.4447248,-36.4772056
8581,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,GRNT,140.3667128,-36.4796616
10402,"LMST, CALI",LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.5924298,-36.4803756
7569,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.6573517,-37.8387406
5384,SDST,SDST,PROSPECT,Abandoned,Locally Significant,SDST,140.3095248,-36.9711846
10000,LMST,LMST,DEPOSIT,Active Mine,Locally Significant,LMST,140.8395627,-36.9769606
7524,LMST,LMST,OCCURRENCE,Not worked,Low Significance,LMST,140.5164058,-36.9805906
7520,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,140.7535637,-36.9915966
7518,DOL,DOL,OCCURRENCE,Ceased,Locally Significant,LMST,140.9398677,-37.0138326
7523,LMST,LMST,DEPOSIT,Seasonal,Low Significance,LMST,140.9292967,-37.0182436
9439,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.8973457,-37.0538656
6573,PEAT,PEAT,OCCURRENCE,Not worked,Low Significance,PEAT,139.8066009,-37.0775785
11755,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.4158528,-37.0832036
7514,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,139.8182699,-37.1365905
7456,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,CALC,139.3374041,-35.2120795
7444,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.5827912,-35.2126125
9312,"Zn, Ag, Au, Cu, Pb",Zn,OCCURRENCE,Not worked,Low Significance,TCTO,138.9109412,-35.2128625
5432,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.4940052,-35.2131415
5308,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.1319631,-35.2145545
6570,BAS,BAS,DEPOSIT,Active Mine,Locally Significant,VOLC,140.5443507,-37.5662466
7584,"SDST, BAS, LMST, SAND",SDST,OCCURRENCE,Seasonal,Low Significance,SDST,140.5617327,-37.5757766
7592,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,140.4197788,-37.5765536
6575,"LSND, LMST",LSND,OCCURRENCE,Abandoned,Low Significance,LMST,140.1146198,-37.5767846
8420,LMST,LMST,OCCURRENCE,Ceased,Low Significance,LMST,140.4159508,-37.5797426
8451,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.3154038,-37.5815176
7937,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,138.9898032,-35.2443995
7446,SDST,SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.6563562,-35.2460615
7043,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,139.4603181,-35.2477855
4969,"GYPS, SALT",GYPS,DEPOSIT,Abandoned,Locally Significant,EVAP,136.9542535,-35.2480204
5418,"LMST, SLAT",LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,138.5834022,-35.2480615
5271,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,138.9242582,-35.2506845
8393,GNSS,GNSS,OCCURRENCE,Seasonal,Low Significance,GNSS,138.6768822,-35.2506935
7776,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,136.9642165,-35.1514574
9856,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.4038409,-35.1529596
5515,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,QTZT,138.7029362,-35.0121195
1597,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.1272532,-35.0121665
8669,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3201071,-35.0126865
7468,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,139.2497201,-35.0129455
8655,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5560272,-35.0131255
5580,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5538892,-35.0131725
5574,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.7226242,-35.0133925
5584,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.7302062,-35.0135795
7482,GNSS,GNSS,DEPOSIT,Seasonal,Locally Significant,GNSS,139.1903001,-35.0140575
5410,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5521072,-35.0141275
8670,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3117071,-35.0141865
6568,LMST,LMST,DEPOSIT,Active Mine,Locally Significant,LMST,140.6762127,-37.8398756
7552,SGRT,SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,140.3955807,-37.8432766
8521,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.8420087,-37.8501296
8524,SGRT,SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,140.3971927,-37.8546406
7565,SAND,SAND,DEPOSIT,Active Mine,Locally Significant,SAND,140.8456287,-37.8585166
7909,"LMST, SAND",LMST,DEPOSIT,Seasonal,Locally Significant,LMST,140.8522217,-37.8587046
7919,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.6612317,-37.8601126
7920,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.6839657,-37.8606266
9437,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,140.8451567,-37.8668976
7917,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.5661247,-37.8744446
7918,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.6838927,-37.8777516
8525,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.5352327,-37.8844686
7575,LMST,LMST,DEPOSIT,Active Mine,Locally Significant,LMST,140.7642547,-37.8874936
7890,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.5945207,-37.8977566
6616,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,140.5176219,-35.3320916
4671,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.8393782,-35.2148515
5596,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,138.5361502,-35.2154555
4682,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.9620962,-35.2160335
8666,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4513421,-35.2166565
8914,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,136.9850075,-35.2167644
8640,CALI,CALI,DEPOSIT,Active Mine,Locally Significant,CALC,139.0371732,-35.2167785
8663,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,139.4049071,-35.2172865
5547,"SAND, SHA",SAND,DEPOSIT,Active Mine,Locally Significant,SAND,138.4962232,-35.2185145
10861,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.0867075,-35.2186964
7386,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.3582213,-35.3891865
7349,QTZE,QTZE,OCCURRENCE,Rehabilitated,Low Significance,QTZT,138.6190002,-35.3915795
8529,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,139.670965,-35.3917465
5269,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,138.9245802,-35.3929465
5280,"SAND, GRVL, SDST, SGRT, SIS",SAND,DEPOSIT,Active Mine,Locally Significant,SAND,138.7538032,-35.3939475
1591,"Zn, Ag, Au, Cu, Pb",Zn,DEPOSIT,Care/ Maintenance,Locally Significant,QGHM,138.9196162,-35.2516865
7340,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.7476142,-35.2521215
8679,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4877071,-35.2524865
11741,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.5292151,-35.2525565
11397,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,CLYS,138.5075952,-35.2530815
8678,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4284071,-35.2535865
7860,SHA,SHA,OCCURRENCE,Seasonal,Low Significance,SHLE,138.5054982,-35.4661085
7399,"SHA, SLAT",SHA,OCCURRENCE,Abandoned,Low Significance,SHLE,138.3622372,-35.4666455
7377,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.3029883,-35.4706175
1411,"FEST, FEORE, Fe",FEST,DEPOSIT,Abandoned,Low Significance,IRSU,138.6219702,-35.4708385
7404,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.2957533,-35.4727985
7376,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.2979403,-35.4732985
10321,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,CLLV,138.6091862,-35.4783375
10605,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,140.7200287,-37.7937506
6595,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.5893477,-37.7967546
7580,"DOL, LMST",DOL,DEPOSIT,Seasonal,Locally Significant,DLOM,140.6958177,-37.7983776
8523,"LMST, DOL",LMST,OCCURRENCE,Abandoned,Low Significance,CAAR,140.7073137,-37.7985346
3493,SALT,SALT,DEPOSIT,Seasonal,Locally Significant,EVAP,139.2085241,-35.2929135
10657,SALT,SALT,OCCURRENCE,Not worked,Low Significance,EVAP,139.2329121,-35.2939935
11620,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.075327,-35.2942365
8688,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,139.4420551,-35.2946775
7329,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6467902,-35.2950125
7338,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,138.6470272,-35.2950165
7319,SLAT,SLAT,DEPOSIT,Seasonal,Locally Significant,SLAT,138.5554022,-35.2962555
11710,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,139.9777757,-35.2966786
7330,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6730162,-35.2988765
10180,QTZE,QTZE,PROSPECT,Not worked,Low Significance,QTZT,138.5388042,-35.3321305
7355,GRVL,GRVL,OCCURRENCE,Abandoned,Low Significance,GRVL,138.6575822,-35.3330055
7379,LMST,LMST,DEPOSIT,Abandoned,Locally Significant,LMST,138.4797072,-35.3338385
8685,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3790071,-35.3341865
7932,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.9412112,-35.3363465
7344,ILM,ILM,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5894882,-35.3369635
7343,"GNSS, Au",GNSS,PROSPECT,Not worked,Low Significance,METL,138.6054292,-35.3372805
7317,SIS,SIS,PROSPECT,Abandoned,Low Significance,REGU,138.7205182,-35.3373365
10032,CALI,CALI,OCCURRENCE,Not worked,Low Significance,CALC,139.85539,-35.3373735
7393,"LMST, DOL",LMST,DEPOSIT,Active Mine,Locally Significant,LMST,138.4741882,-35.3374025
7391,Ag,Ag,OCCURRENCE,Abandoned,Low Significance,IRSU,138.4700592,-35.3392995
5274,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.8128062,-35.3411225
1424,"Au, As",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5762992,-35.6008125
7348,Fe,Fe,PROSPECT,Abandoned,Low Significance,METL,138.5581082,-35.3962675
7354,RT,RT,OCCURRENCE,Abandoned,Low Significance,PEGM,138.5432292,-35.3968775
7347,RT,RT,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5493522,-35.3982635
8334,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTM,138.6138002,-35.4004565
7383,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.3560123,-35.4024765
8930,"CALI, SAND",CALI,DEPOSIT,Seasonal,Locally Significant,CALC,140.2971639,-35.4031445
5277,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,138.9564572,-35.4036775
540,"Pb, Ag",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,137.1526964,-35.6933114
11211,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3590791,-35.6949525
11208,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.3388461,-35.6956075
517,Pb,Pb,OCCURRENCE,Not worked,Low Significance,VEIN,136.8464845,-35.6968594
11210,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3704791,-35.6976535
7873,"SAND, CLAY, GRVL",SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.7002002,-35.4787555
7041,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.4716411,-35.4811685
7381,RT,RT,OCCURRENCE,Abandoned,Low Significance,PEGM,138.2751423,-35.4827905
10763,SAND,SAND,PROSPECT,Ceased,Low Significance,SAND,139.689237,-35.4845965
9626,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.3009223,-35.4846325
10353,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,HALT,139.2915001,-35.4882185
11602,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,139.835899,-35.7711625
10450,FEST,FEST,OCCURRENCE,Seasonal,Low Significance,FERC,136.8818755,-35.7742964
11761,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.71482,-35.7747885
530,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,138.0182063,-35.7759275
541,Ag,Ag,OCCURRENCE,Not worked,Low Significance,VEIN,137.1624654,-35.7766984
529,"FELD, KAO, SiO2, TOUR",FELD,PROSPECT,Abandoned,Locally Significant,PEGM,138.0246723,-35.7805335
10449,FEST,FEST,OCCURRENCE,Abandoned,Low Significance,FERC,136.9043235,-35.7855724
7352,PHOS,PHOS,OCCURRENCE,Abandoned,Low Significance,PHOS,138.6840562,-35.2997805
3491,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.0628691,-35.3003145
7337,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6484022,-35.3007145
4131,"Cu, Ag, Pb",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1848553,-35.5233035
4724,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.5892162,-35.5233715
4123,ALU,ALU,OCCURRENCE,Not worked,Low Significance,RESI,138.1992353,-35.5235035
4125,LMST,LMST,DEPOSIT,Seasonal,Locally Significant,LMST,138.1756943,-35.5239655
4719,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.6614152,-35.5241625
1418,Au,Au,OCCURRENCE,Not worked,Low Significance,ALLV,138.6581932,-35.5250015
10153,LMST,LMST,PROSPECT,Abandoned,Low Significance,LMST,138.2315963,-35.5250625
4122,"Pb, Ag, Zn",Pb,OCCURRENCE,Abandoned,Low Significance,GOSS,138.1787493,-35.5260895
4118,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1689313,-35.5262205
522,SLAT,SLAT,DEPOSIT,Seasonal,Locally Significant,MSLT,137.4148594,-35.6036044
1422,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5720882,-35.6056115
9061,DIAT,DIAT,OCCURRENCE,Not worked,Low Significance,DIAT,139.4066821,-35.6057345
4730,GRNT,GRNT,OCCURRENCE,Rehabilitated,Low Significance,GRNT,138.5912452,-35.6069615
9063,SHA,SHA,OCCURRENCE,Not worked,Low Significance,REGO,138.1998423,-35.6074655
8938,LMST,LMST,DEPOSIT,Seasonal,Locally Significant,LMST,137.5415484,-35.6111654
8072,SAND,SAND,OCCURRENCE,Care/ Maintenance,Low Significance,SAND,137.4471714,-35.6135884
11600,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,138.1055593,-35.6149035
1460,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1556503,-35.6181105
532,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,137.5417874,-35.6210924
1459,"Pb, Ag, As, Au",Pb,DEPOSIT,Recreation,Locally Significant,VEIN,138.1534753,-35.6218445
10403,"LMST, CALI",LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.5407448,-36.4990296
534,"Pb, Cu, Zn",Pb,OCCURRENCE,Not worked,Low Significance,PHYL,137.1847324,-35.6985424
11216,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,139.676661,-35.7031175
538,"Pb, Ag, Zn",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,137.2331764,-35.7048704
535,"Pb, Ag, Cu, Zn",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,137.2279594,-35.7056424
537,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,137.2303424,-35.7057784
8942,"Zn, Au, Pb",Zn,OCCURRENCE,Not worked,Locally Significant,MYLN,137.2320454,-35.7070164
6597,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.8557897,-37.1385076
11669,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,139.9833119,-37.1545225
7522,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.6129038,-37.1615006
7513,LMST,LMST,DEPOSIT,Seasonal,Locally Significant,LMST,139.9337819,-37.1686935
11721,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.9010309,-37.1813655
8218,"LMST, DOL",LMST,DEPOSIT,Seasonal,Low Significance,LMST,139.7820559,-37.1832755
10453,FEST,FEST,OCCURRENCE,Abandoned,Low Significance,FERC,136.9593055,-35.7966774
8118,FEST,FEST,OCCURRENCE,Rehabilitated,Low Significance,IRSU,137.4511174,-35.8038784
11762,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.680458,-35.8053665
520,"SAND, GRVL",SAND,DEPOSIT,Active Mine,Locally Significant,SAND,137.5409964,-35.8101714
10478,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.7388463,-35.8151964
8120,"LMST, SHA",LMST,DEPOSIT,Seasonal,Low Significance,LMST,137.9331913,-35.8192124
7549,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.3150018,-37.5841566
7926,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.8954647,-37.5851966
7594,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,140.4264208,-37.5879956
9906,"BAS, PEAT, POZZ",BAS,PROSPECT,Abandoned,Low Significance,VOLC,140.5857847,-37.6087626
7563,LMST,LMST,DEPOSIT,Seasonal,Low Significance,LMST,140.5773847,-37.6116176
10071,PEAT,PEAT,OCCURRENCE,Not worked,Low Significance,PEAT,140.5425917,-37.6130196
9448,"LMST, CLAY",LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.3815718,-37.6181766
7636,"SDST, SAND",SDST,DEPOSIT,Seasonal,Locally Significant,SAND,140.3788268,-37.6187166
9908,"BAS, POZZ",BAS,PROSPECT,Not worked,Low Significance,VOLC,140.6077927,-37.6250616
4129,"Pb, Ag, Cu",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1734293,-35.5268665
4126,"Cu, Ag, Pb",Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.1833183,-35.5279115
8117,LSND,LSND,DEPOSIT,Seasonal,Low Significance,SAND,137.5746864,-35.9331584
8069,LSND,LSND,OCCURRENCE,Seasonal,Low Significance,SAND,137.3227474,-35.9398324
8122,FEST,FEST,OCCURRENCE,Rehabilitated,Low Significance,IRSU,136.8187745,-35.9510534
11754,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.563087,-35.9528655
519,"LSND, SAND",LSND,DEPOSIT,Active Mine,Locally Significant,SAND,137.2547354,-35.9531184
4981,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,136.6273955,-35.9555654
10398,"LMST, CALI",LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.4800249,-35.9575806
10454,FEST,FEST,OCCURRENCE,Abandoned,Low Significance,FERC,137.0440454,-35.9641044
543,DIA,DIA,OCCURRENCE,Not worked,Low Significance,GRVL,136.9867754,-35.9707464
10451,FEST,FEST,OCCURRENCE,Abandoned,Low Significance,FERC,136.9287045,-35.9768314
10448,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,136.8406365,-35.9805794
10452,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,136.9916074,-35.9821134
10392,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,140.6259078,-36.5060886
10393,LMST,LMST,PROSPECT,Abandoned,Low Significance,LMST,140.6660498,-36.5069286
10592,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.7324188,-36.5128656
10391,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,140.6751208,-36.5141666
10593,"LMST, CALI",LMST,PROSPECT,Seasonal,Low Significance,LMST,140.7361958,-36.5171986
7509,GRNT,GRNT,DEPOSIT,Care/ Maintenance,Locally Significant,GRNT,140.3602208,-36.5360616
7510,GRNT,GRNT,DEPOSIT,Seasonal,Locally Significant,GRNT,140.3665278,-36.5433976
5390,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,GRNT,140.0461089,-36.5434275
10390,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,140.7205618,-36.5490796
5387,CLAY,CLAY,PROSPECT,Abandoned,Low Significance,SAND,140.7382708,-36.5773036
10400,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.6114358,-36.6085436
5371,COAL,COAL,DEPOSIT,Not worked,Locally Significant,LIGN,139.9939389,-36.6506395
7488,"CALI, LMST, SAND",CALI,OCCURRENCE,Seasonal,Locally Significant,CALC,139.0383462,-35.1898895
11764,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.2014258,-37.1844066
7554,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,140.8659177,-37.1959496
7537,SAND,SAND,OCCURRENCE,Seasonal,Locally Significant,SAND,140.8659147,-37.1977526
7538,SAND,SAND,OCCURRENCE,Care/ Maintenance,Locally Significant,SAND,140.8681657,-37.1991076
7540,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.8692897,-37.2011816
7541,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.8692887,-37.2017226
7539,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,140.8715387,-37.2038886
7542,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,140.8932857,-37.2054426
4557,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.7774612,-35.2188655
5453,"CLAY, OCR",CLAY,OCCURRENCE,Abandoned,Low Significance,IRSU,138.4692542,-35.2191525
10860,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.0595375,-35.2195264
5429,"SAND, SHA",SAND,DEPOSIT,Active Mine,Locally Significant,SAND,138.4961012,-35.2224775
11082,"HMIN, CALI",HMIN,OCCURRENCE,Not worked,Low Significance,CALC,139.2293361,-35.2235515
9907,"BAS, POZZ",BAS,OCCURRENCE,Abandoned,Low Significance,VOLC,140.6128717,-37.6290446
11670,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.3263908,-37.6348206
7591,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.4601637,-37.6363766
6596,SAND,SAND,PROSPECT,Seasonal,Low Significance,SAND,140.7548257,-37.6437566
8513,LSND,LSND,PROSPECT,Abandoned,Low Significance,LMST,140.5574477,-37.6491296
7556,"LMST, SDST",LMST,PROSPECT,Seasonal,Low Significance,LMST,140.2617718,-37.6597616
6611,COAL,COAL,DEPOSIT,Not worked,Low Significance,LIGN,139.6493671,-35.2539205
4953,GYPS,GYPS,DEPOSIT,Active Mine,Locally Significant,GPSM,136.9158455,-35.2545214
8886,CALI,CALI,DEPOSIT,Seasonal,Locally Significant,CALC,139.1677711,-35.2568715
8780,LMST,LMST,DEPOSIT,Seasonal,Low Significance,LMST,138.9229152,-35.2602175
1431,Pb,Pb,OCCURRENCE,Not worked,Low Significance,GOSS,138.8328852,-35.2607115
6602,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.9033709,-35.2618716
8676,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,139.3332071,-35.2626865
8677,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3705071,-35.2634865
11758,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,139.815695,-35.9822945
10457,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.1605844,-35.9845974
10456,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.1456334,-35.9894624
8382,"LMST, DOL",LMST,OCCURRENCE,Not worked,Low Significance,LMST,140.6921677,-37.8020636
7581,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.6257137,-37.8023216
7582,"LMST, DOL",LMST,DEPOSIT,Seasonal,Low Significance,LMST,140.6884157,-37.8027746
8806,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.8294017,-37.8035446
7570,LMST,LMST,OCCURRENCE,Seasonal,Locally Significant,LMST,140.6281997,-37.8048526
